('Dragon dagger(p++)', 25305, 1227.1737363290506)
('Skeletal bottoms', 25100, 845.0828203988846)
('Ancient full helm', 25064, 2185.2896515291163)
('Antidote+ mix(2)', 25000, 0.0)
('Dragonstone', 24926, 3793.104882542682)
('Ring of wealth', 24914, 3460.056043268913)
('Dragonstone bracelet', 24774, 3282.335782640161)
('White longsword', 24700, 947.6971715104404)
('Rune sq shield', 24613, 446.74554637945363)
('Black brutal', 24380, 816.3545650604655)
('Mithril spear(p++)', 24212, 275.7536606430179)
('Dragonstone ring', 24204, 3261.333715173655)
('Adamant dagger(p)', 23984, 494.5029359597772)
('Adamant set (sk)', 23641, 932.3465109007965)
('Rune spear(p++)', 22573, 258.8171891056373)
('Initiate harness m', 22500, 432.89496929907193)
('Black spear(p+)', 22500, 0.0)
('Armadyl coif', 22487, 1982.0166633186614)
('Rune full helm (t)', 22447, 782.1962676407445)
('White scimitar', 22442, 1244.3969731025013)
('Monocle', 22297, 3315.27814900617)
('Steel halberd', 22162, 393.8279644153721)
('Armadyl full helm', 21987, 829.5994046474226)
('Bandos full helm', 21843, 707.8397924166139)
('Topiary hedge', 21823, 1393.2593512611152)
('Rune full helm', 21731, 467.32362435098787)
('Cleaver', 21690, 82.81535016059657)
('Bagged yew tree', 21470, 226.212324057633)
('Mithril dagger(p++)', 21252, 987.8102271104257)
('Gnome goggles', 21179, 2875.9908014885777)
("Red d'hide chaps (g)", 20620, 4985.618098560233)
('Ourg bones', 20566, 1344.2147928171282)
('Asgarnian ale', 20515, 400.38069461112127)
('Pink headband', 20474, 7113.1257001592085)
('Rune pickaxe', 20460, 317.0597686771064)
('Rune longsword', 20450, 335.076268082505)
('Magpie impling jar', 20298, 2756.559780855858)
('Adamant full helm (g)', 20258, 6361.696441201828)
('Adamant kiteshield (g)', 20141, 3173.6535800659517)
('Light infinity colour kit', 19835, 2606.5881496356474)
('Broodoo shield', 19722, 2353.900576112386)
('Bone dagger (p)', 19691, 559.7308227627074)
('Mind shield', 19641, 1661.7677930797925)
('Adamant set (lg)', 19518, 494.9924423914888)
('Dragon dagger(p)', 19375, 563.6352122331746)
('Dragon dagger', 19201, 529.1639071377449)
('Black headband', 19149, 5217.4217534787085)
('Villager robe', 18935, 598.628009660939)
('Dragon dagger(p+)', 18852, 521.2029171381654)
('Mithril dragon mask', 18831, 2411.957562020454)
('White med helm', 18804, 240.26994361024254)
('Flattened hide', 18736, 0.0)
('Royal gown bottom', 18711, 3440.669378829297)
('Cat mask', 18609, 3143.2433040551687)
('Mithril platebody (g)', 18551, 4500.809336972383)
('Death tiara', 18540, 4794.96901102256)
('Black claws', 18239, 2077.8745959246166)
('Bagged maple tree', 18036, 298.98989804975434)
("Green d'hide chaps (t)", 17914, 4064.2091962286927)
('Bandos stole', 17756, 1969.733894879154)
('Studded body (g)', 17721, 2451.4978183163607)
('Sanfew serum(4)', 17546, 935.2967471758777)
('Bandos bracers', 17536, 2558.0001180694285)
('White elegant blouse', 17512, 4812.950705561679)
('Black dragonhide set', 17354, 582.7974200693635)
('Steel dagger(p++)', 17288, 978.1601707280691)
('Rolling pin', 17283, 662.7093781413865)
('White cavalier', 17251, 3606.0553094845523)
('Bone dagger (p+)', 17226, 833.9584695228468)
('Kyatt hat', 17062, 1369.3441929836429)
('Blue partyhat', 17044, 4427.629545741263)
('Blue beret', 17041, 1383.533240977205)
('Roast rabbit', 16976, 127.26939494194545)
('Mature cider', 16706, 337.74233234161744)
('White sq shield', 16441, 12.187450538044613)
('Rune scimitar', 16431, 304.8768358890659)
('Gilded four-poster', 16362, 366.68242390384626)
('Blue skirt (t)', 16041, 2645.3184158032195)
('Bagged bluebells', 15902, 184.65772508102327)
('Papaya sapling', 15876, 3674.6547597094827)
('Toy cat', 15846, 1583.0971805956437)
('Super combat potion(4)', 15826, 956.0375931932622)
('White 2h sword', 15781, 1395.476985259481)
('Black dagger(p+)', 15743, 0.0)
('Bagged roses', 15722, 64.4793727185124)
('Red dragonhide set', 15572, 752.8578228045616)
('Mind bomb(m4)', 15530, 192.93462551398653)
('Leprechaun hat', 15525, 7379.656098855592)
('Red halloween mask', 15500, 3150.908949061806)
('Small box hedge', 15259, 13.011149065320863)
('Candle lantern', 15214, 1230.296136889182)
('Guthix mjolnir', 15183, 1618.8129280966468)
('Bandos coif', 15155, 1158.5635460547312)
('Iron dagger(p)', 14972, 546.6678505802446)
('Christmas cracker', 14871, 2069.9359222503053)
('Pirate leggings', 14851, 1654.3461041215717)
("Pirate's hat", 14818, 1541.311976605773)
('Black dragon mask', 14757, 4796.224639684946)
('Black cane', 14717, 8508.073403979306)
('Black platelegs (t)', 14609, 2223.5056650617576)
('Lunar isle teleport', 14519, 3742.1682376475305)
('Dragon full helm ornament kit', 14506, 2142.7687729119693)
("Slayer's staff", 14472, 1030.570505432145)
('Enchanted hat', 14437, 2259.056689639765)
('White chainbody', 14378, 1116.2282976475447)
('Yew pyre logs', 14373, 2687.669891334118)
('Black kiteshield (t)', 14343, 3077.696493406179)
('Papaya tree seed', 14302, 3527.012029136396)
('Ring of wealth scroll', 14228, 863.5766518803293)
('Crier hat', 14118, 2154.225001402283)
('Ancient coif', 14101, 1580.2759347560589)
('Lean snail', 14006, 1620.757740444227)
('Red beret', 13995, 2285.7605275331002)
('Bronze platebody (t)', 13677, 4670.715757055858)
('Guthix page 3', 13669, 7357.062215733454)
('Graahk top', 13646, 2805.1601779654598)
('Runite bar', 13606, 161.42281140907525)
('Villager hat', 13552, 741.597042591357)
('Half full wine jug', 13495, 3570.4827287621606)
('Bagged plant 3', 13468, 139.5007765808731)
('Steel dagger(p)', 13414, 0.0)
('Black set (sk)', 13368, 2241.939945176449)
('Graahk headdress', 13330, 1857.226345019853)
('Disk of returning', 13181, 2433.324949528936)
('Black full helm (t)', 13060, 1737.4976699868917)
("Black d'hide body (t)", 13012, 1597.4520430889736)
('Super combat potion(3)', 12956, 683.5497688853459)
('Magic cape rack', 12945, 444.47472712805114)
('Fedora', 12944, 2146.14144548844)
('Rune sword', 12936, 279.6894210051968)
('Iron dragon mask', 12903, 1453.213711724619)
('Hunter potion(2)', 12887, 393.0313173131231)
('Beanie', 12855, 2441.2579791642943)
('Rune hasta', 12756, 540.2620812058615)
('Mind bomb(4)', 12754, 0.0)
('Menaphite red kilt', 12745, 928.9520102656236)
('Rock-shell chunk', 12646, 644.8561082439292)
('Bagged willow tree', 12626, 137.06373337310217)
('Rune spear', 12622, 257.82987763730785)
('Mystic hat', 12518, 1108.1366861332228)
('Dwarven stout(m)', 12508, 1825.9040531886162)
('Antidote+ mix(1)', 12500, 0.0)
('Sanfew serum(3)', 12406, 494.46883245097683)
('Guthix page 2', 12382, 7155.5780313139085)
('Graahk legs', 12270, 1512.058855766689)
('Hunter potion(3)', 12268, 854.4238281539695)
('Black spear(p++)', 12239, 0.0)
('Runite ore', 12147, 266.8423516184864)
('Mithril full helm (g)', 12146, 4877.764520264824)
('Compost potion(3)', 12101, 428.59238293497066)
('Dragon bitter(m4)', 12000, 0.0)
('Bronze dagger(p+)', 11924, 0.0)
('Penguin mask', 11838, 1882.1914876475346)
('Black dagger(p++)', 11818, 943.6857156750525)
('Rune med helm', 11776, 148.7928150852307)
('Adamant platebody (t)', 11684, 838.2944623011006)
('Four-poster bed', 11684, 177.7243930262338)
('Rune boots', 11662, 3473.7902033000223)
('Myre snelm', 11622, 743.8813926059934)
('Bronze full helm (t)', 11601, 2237.120987141981)
('Red headband', 11599, 2817.0788292075067)
('Adamant halberd', 11525, 430.02019687710276)
('Broken bark snelm', 11441, 722.3682822178179)
('Raw garden pie', 11439, 287.2159090215264)
('Dagannoth bones', 11356, 831.1031292508874)
('Steel dragon mask', 11172, 1137.7920454156422)
('Teak kitchen table', 11166, 491.92821844123296)
('Guthix page 1', 11165, 5342.25498174694)
('Graahk fur', 11124, 549.019732802176)
('Pink elegant blouse', 10953, 1144.5025273691278)
('Blue dragonhide set', 10920, 536.9113259602971)
('White headband', 10870, 3750.475566104177)
('Studded chaps (t)', 10834, 2794.7890504274005)
('Bagged marigolds', 10781, 73.83480811168191)
('Bronze dragon mask', 10753, 2118.06811336168)
('Super restore(4)', 10753, 1432.8707707101698)
('Menaphite purple kilt', 10746, 1541.4867912181408)
('Wood camo legs', 10689, 250.08110067252233)
('Gold elegant shirt', 10681, 2344.264380236249)
('Mithril kiteshield (g)', 10674, 1160.0740866613692)
('Iron plateskirt (g)', 10662, 3742.043486737668)
('Nice hedge', 10642, 39.93822390135873)
('Gilded wardrobe', 10590, 237.44135078315318)
('Rune crossbow', 10552, 272.42727062057827)
('Bagged daffodils', 10522, 133.04039069228398)
('Black spear(p)', 10500, 0.0)
("Slayer's respite(m)", 10487, 314.8698368638486)
('Prayer potion(4)', 10474, 1316.6157223501116)
('White halberd', 10396, 89.86100377805714)
('Mithril hasta(p++)', 10391, 0.0)
('Menaphite red robe', 10293, 1283.5078005024423)
('Opulent table', 10274, 229.57950934504393)
('White kiteshield', 10188, 2999.5411135612803)
('Armadyl stole', 10165, 1997.5207988456561)
('Mystic hat (dark)', 10088, 763.2595798713777)
('Cooked oomlie wrap', 10054, 1595.754147692101)
('Mithril hasta(p+)', 10030, 0.0)
('Mithril hasta(p)', 10020, 0.0)
('Gilded dresser', 9995, 206.0730527156706)
('Adamant platelegs (g)', 9969, 1846.2308602199228)
('Rune dagger(p++)', 9958, 178.441439974015)
('Adamant dagger(p++)', 9954, 546.8160507276037)
('Lava battlestaff', 9927, 26.79456596834699)
('Runite crossbow (u)', 9916, 213.85935900048602)
('Runite limbs', 9867, 164.98490166611543)
('Adamant claws', 9853, 390.63404818162667)
('Adamant platebody', 9818, 102.45775687786866)
('Wood camo top', 9783, 118.94595411362253)
('Guthix page 4', 9782, 4945.830425834585)
('Steel hasta(p++)', 9764, 0.0)
('Broodoo shield (10)', 9744, 707.008609530759)
('Rune dagger(p)', 9653, 241.91658054884218)
('Bronze kiteshield (t)', 9532, 2143.099594449216)
('Steel hasta(p+)', 9530, 0.0)
('Steel hasta(p)', 9520, 0.0)
('Mystic boots (light)', 9511, 1040.0465506408834)
('Water battlestaff', 9301, 114.83940746178047)
('Villager sandals', 9272, 488.566337914525)
('Blue headband', 9220, 3951.0504052798074)
('Fire battlestaff', 9211, 67.25548557185631)
('Snapdragon potion (unf)', 9206, 1114.798073546932)
('Citizen trousers', 9183, 431.7783890886048)
('Brown headband', 9178, 3380.6927000575224)
('Earth battlestaff', 9164, 38.068286597172246)
('Air battlestaff', 9108, 16.571449305922684)
('Mystic hat (light)', 9100, 185.3832902960449)
('Compost potion(2)', 9065, 139.75093310053114)
('Blue halloween mask', 9045, 1644.5833041972803)
('Kebbit teeth', 8885, 956.685802799319)
('Snapdragon', 8864, 1112.225516478638)
('Battlestaff', 8861, 134.34757943024292)
('Super potion set', 8829, 1015.6554378762783)
('Onyx bolts (e)', 8816, 24.999034549259335)
('Onyx bolts', 8803, 71.75583255856516)
("Green d'hide body (g)", 8802, 2359.1131932595163)
('Grimy snapdragon', 8790, 1108.7909289145587)
('Black shield (h2)', 8711, 1304.5807464279922)
('Blue elegant blouse', 8692, 824.704904556027)
('Purple elegant shirt', 8642, 2371.3862932319557)
('Marble cape rack', 8641, 287.9757279295309)
("Ahrim's hood 0", 8620, 708.5672724581382)
('Desert camo top', 8618, 181.82697174600085)
('Rune mace', 8616, 122.50309280550259)
('Bone dagger (p++)', 8583, 615.5131993800874)
('Mithril set (sk)', 8575, 849.19572668627)
('Onyx bolt tips', 8551, 67.97153793416625)
('Anti-venom+(4)', 8498, 563.267164753005)
('Anti-venom+(3)', 8497, 381.9492298286078)
('Desert camo legs', 8491, 91.02633657693407)
('Rune cane', 8478, 171.80043646375233)
('Iron hasta', 8465, 1101.418462696688)
('Green halloween mask', 8453, 1339.5473334716885)
('Citizen shoes', 8442, 344.6562887523499)
('Green dragonhide set', 8397, 146.5399211397847)
('Proselyte hauberk', 8367, 450.08749300333227)
('Super combat potion(2)', 8343, 442.58947815423664)
('Willow sapling', 8311, 3105.047442526363)
('Fine cloth', 8301, 752.3221236795963)
('Black set (lg)', 8250, 1645.76466466218)
('Loop half of key', 8228, 784.4370450548093)
('Blamish red shell', 8183, 298.39421781997567)
('Green headband', 8181, 4452.544322070247)
('Ranarr potion (unf)', 8180, 1020.1231575974866)
('Tribal top', 8149, 923.9306047908228)
('Zamorak crozier', 8098, 1093.01297557895)
('Mith grapple tip', 8082, 627.6739641547813)
('Tai bwo wannai teleport', 8070, 1475.841703460381)
('Super restore(3)', 7979, 1080.7634227225965)
("Blue d'hide chaps (g)", 7976, 2328.342386703945)
('Polar camo legs', 7976, 619.7412497701494)
('Sanfew serum(2)', 7964, 289.47019990977043)
('Ranarr weed', 7953, 1017.4297895514297)
('Grimy ranarr weed', 7896, 1016.3288168910739)
('Raw wild pie', 7814, 974.6323593039937)
("Black d'hide body", 7801, 67.87222472329081)
('Super restore mix(2)', 7785, 51.43500753377995)
('Prayer potion(3)', 7775, 992.2176144443215)
('Rabbit foot', 7737, 810.02627870419)
('Stamina potion(4)', 7725, 712.1629949372718)
('Torstol', 7631, 208.35328171161598)
("Karil's coif 0", 7606, 92.81638518076801)
('Mystic boots', 7598, 668.2053599422528)
('Rune axe', 7560, 79.86380749071246)
('Jade machete', 7545, 567.2309063161553)
('Grimy torstol', 7540, 184.8688754526059)
('Pink elegant shirt', 7506, 1722.4179054690085)
('Cactus spine', 7466, 1052.6722931029706)
('Pyre logs', 7421, 872.9994380628344)
('White full helm', 7344, 3348.3860884576234)
('Proselyte cuisse', 7300, 560.5065505503719)
('Jungle camo legs', 7297, 257.52946876804333)
('Mithril dagger(p+)', 7295, 0.0)
('Ancient crozier', 7257, 2133.264352725914)
('Torstol potion (unf)', 7231, 104.7152946426584)
('Lumberyard teleport', 7208, 1085.5585377389948)
('White sword', 7178, 136.00678757118004)
('Red elegant blouse', 7174, 670.9799414445916)
('Willow seed', 7167, 3120.971459293119)
('Rune claws', 7163, 151.83497824046984)
("Red d'hide body (g)", 7155, 580.0520997247245)
('Clockwork', 7121, 1640.3163180626075)
('Zamorak stole', 7075, 1489.4221649769725)
('Empty oil lantern', 7036, 581.1892911081255)
('Saradomin stole', 7018, 2059.6616018950754)
('Jungle camo top', 7015, 460.2154292915707)
('Iron dagger(p++)', 7008, 433.69517784263024)
('Mithril set (lg)', 7000, 197.98924088488457)
('Menaphite purple robe', 6969, 1433.9408569944662)
('Pineapple sapling', 6930, 1538.5679923247374)
('Citizen top', 6877, 483.34347431890154)
('Bagged oak tree', 6827, 51.17425568041459)
('Raurg bones', 6813, 292.8315878760771)
("Mort'ton teleport", 6791, 877.2406082092631)
('Gardening boots', 6788, 1306.109055660276)
('Splitbark helm', 6783, 1163.1313769303965)
('Black pickaxe', 6703, 2538.961175065041)
("Red d'hide body (t)", 6686, 155.51312556251392)
('Cooked chompy', 6582, 0.0)
("Red d'hide body", 6570, 101.57273423269739)
('Stripy pirate shirt', 6569, 990.247064990461)
('Zamorak brew(4)', 6545, 282.1546163010629)
('Bandos page 1', 6518, 997.4627177660994)
('Hunter potion(4)', 6516, 466.66527708126443)
('Restore mix(2)', 6514, 0.0)
('Kyatt fur', 6483, 99.98023554683196)
('Nature impling jar', 6454, 1390.7194254222932)
('Proselyte tasset', 6450, 173.27747488484803)
('Green dragon mask', 6428, 1127.4379928612098)
('Hunter potion(1)', 6409, 161.29060461106363)
('Red dragon mask', 6397, 446.0393016440492)
('Bagged plant 2', 6391, 141.83233015269545)
('Mystic gloves (dark)', 6382, 303.33130091911704)
('Enchant diamond', 6363, 240.84937733307177)
('Pineapple seed', 6360, 1890.9380241327615)
('Green elegant blouse', 6331, 1214.6243956720648)
('Mystic gloves', 6330, 553.1513706554696)
('Gold headband', 6307, 3165.4778959897985)
('Kitchen knife', 6306, 17.745257582426543)
('Spider on shaft', 6206, 143.0)
('Shaikahan bones', 6204, 358.41558379885845)
("Green d'hide body (t)", 6129, 1165.5781779395531)
('Mithril full helm (t)', 6124, 3361.867547914733)
('Iron boots', 6123, 813.0721158393981)
('Santa hat', 6007, 495.6724589315104)
('Mithril spear(p+)', 6000, 0.0)
('Mithril dagger(p)', 5992, 116.39999999999999)
('Initiate hauberk', 5963, 134.72452964805217)
('Red cavalier', 5957, 712.8065746975814)
('Blue dragon mask', 5947, 230.8427632784374)
('Adamant kiteshield (t)', 5938, 791.4575351647969)
('Stamina potion(3)', 5904, 573.2583642576514)
('Ancient stole', 5888, 2397.9211230128817)
('Mystic gloves (light)', 5868, 54.32670261744174)
('Polar camo top', 5856, 587.8619745146364)
('Black dagger(p)', 5855, 309.18538707423886)
('Flamtaer hammer', 5855, 43.680653682984634)
('White platebody', 5845, 795.8485186839)
('Larupia fur', 5765, 386.7056891228781)
('Mithril kiteshield (t)', 5738, 1594.7286065017652)
("Blue d'hide body (g)", 5722, 314.6579351817454)
('Armadyl crozier', 5713, 1612.8731510438213)
('Adamant plateskirt', 5705, 553.5173974035459)
('Bandos crozier', 5705, 1045.7269900780882)
('Pink boater', 5633, 1249.7583380719038)
('Black spear', 5592, 666.2894140705441)
("Blue d'hide body (t)", 5544, 262.7981877791397)
('Weapon poison(++)', 5539, 458.2188766178112)
('Toy soldier (wound)', 5500, 62.50616636247446)
('Bronze platelegs (t)', 5478, 1019.9094622127549)
('Mole claw', 5465, 477.0559890271441)
('Pith helmet', 5452, 540.684682076438)
('Lava dragon bones', 5416, 353.0547259366072)
('Ochre snelm', 5384, 257.73477916045573)
("Blue d'hide body", 5379, 38.91197529023236)
('Prayer potion(2)', 5337, 656.8559487258551)
("Black d'hide chaps", 5326, 418.35245415207226)
('Bagged sunflower', 5283, 26.498364147040018)
('Chopped garlic', 5263, 45.11460406564596)
('Spottier cape', 5260, 539.3646416254986)
('Adamant hasta(p++)', 5258, 64.51889258194068)
('Super strength(4)', 5255, 609.3697900948544)
('Toy doll (wound)', 5235, 37.31202889149825)
('Red boater', 5222, 503.9205043371008)
('Raw fish pie', 5217, 93.19427471420212)
('Super restore(2)', 5207, 676.1328630436878)
('Thorny hedge', 5200, 0.0)
('Bronze hasta(p++)', 5189, 0.0)
('Bagged flower', 5154, 62.46526812735395)
('Fayrg bones', 5151, 103.97415677839265)
('Death talisman', 5081, 689.0098689468626)
('Saradomin brew(4)', 5069, 1288.4322167983657)
('Bronze hasta(p+)', 5030, 0.0)
('Bronze hasta(p)', 5020, 0.0)
('Mole skin', 5010, 509.18688445645296)
('Blamish blue shell', 5002, 106.26187718655207)
('Cider(4)', 5000, 0.0)
('White battleaxe', 4962, 0.0)
('Blurberry special', 4918, 568.1796054446252)
('Black boater', 4891, 232.34711812817721)
('Proselyte sallet', 4877, 270.9784280854369)
('Tan cavalier', 4869, 223.10063222403792)
('Splitbark boots', 4854, 165.1985430054125)
('Bruise blue snelm', 4847, 435.89898517635686)
("Axeman's folly", 4835, 336.5218076234775)
('Fiyr remains', 4826, 237.98785216430224)
("Relicym's balm(2)", 4762, 374.1929003424125)
("Red d'hide chaps", 4761, 477.72581432537174)
('Blue boater', 4753, 473.0539818268336)
('White claws', 4753, 57.04104516340258)
('Eclectic impling jar', 4739, 778.8941120446203)
('Magic pyre logs', 4713, 304.43613634243735)
('Adamant hasta(p+)', 4709, 0.0)
('Toy doll', 4703, 67.84479632874499)
('Larupia hat', 4697, 745.4029668947902)
('Spined body', 4690, 393.7994383621198)
('Initiate cuisse', 4665, 70.86535659567444)
('Adamant hasta(p)', 4663, 43.392507673816475)
('Strength mix(2)', 4660, 75.04522813232097)
('Mahogany armchair', 4657, 174.3804907538557)
('Wild pie', 4656, 785.0529481828708)
('Zamorak brew(3)', 4637, 200.74489823322202)
('Rune dagger', 4615, 18.24794931823814)
('Gnomeball', 4611, 494.1573759666269)
('Green boater', 4608, 317.00204443006277)
('Anti-venom+(2)', 4599, 234.52403723970357)
('Cider barrel', 4594, 82.2589137351624)
('Adamant full helm (t)', 4582, 286.9484280136523)
('Compost potion(1)', 4549, 74.43965490397052)
('Toy soldier', 4544, 35.21015566180296)
('Rune dagger(p+)', 4537, 23.201731390268552)
('Bronze plateskirt (g)', 4534, 699.1285361076316)
('Bone club', 4509, 721.0461637419019)
('Spider on stick', 4454, 265.8398322089617)
("Green d'hide body", 4441, 17.578215860533348)
('Guthix stole', 4438, 1359.3369425210474)
('White partyhat', 4404, 655.309949542303)
('Adamant platelegs (t)', 4320, 414.222683409078)
('Adamantite limbs', 4319, 82.87181459531936)
('Raw admiral pie', 4312, 168.28779325317896)
('Mithril platelegs (g)', 4308, 1583.2295701964526)
('Tribal mask', 4306, 392.2708572301781)
('Super combat potion(1)', 4296, 246.79621372928534)
('Guthix crozier', 4293, 733.6775504434434)
('Adamant plateskirt (g)', 4279, 467.47065858276335)
('Crystal seed', 4239, 597.9023086674583)
('Ancient mace', 4211, 811.0130116476113)
('Dragon bitter(4)', 4200, 0.0)
('Navy cavalier', 4158, 1082.6697037878173)
('Mithril platebody (t)', 4148, 760.3922496536463)
('Mirror shield', 4130, 150.31135422807068)
('Blamish myre shell', 4099, 214.33686420684774)
('Sanfew serum(1)', 4078, 91.52642740531418)
('Pink robe bottoms', 4078, 1027.590610525177)
('Black spiky vambs', 4075, 361.0257582462558)
('Saradomin crozier', 4060, 735.9681843633335)
('Uncut diamond', 4050, 545.4889994194698)
('Crystal of power', 4048, 76.59860424863827)
('Karambwan vessel', 4019, 353.42606050900315)
('Maple pyre logs', 3991, 479.6625707942904)
('Super energy(4)', 3991, 645.5549094230846)
('Antidote+(3)', 3957, 41.789472358478044)
('Stamina potion(2)', 3952, 274.75268475080964)
('Tatty kyatt fur', 3917, 144.6831847541976)
('Gold elegant legs', 3891, 167.694429628402)
('Black warlock', 3873, 123.33078713587925)
('Ancient bracers', 3868, 657.092868457555)
('Super strength(3)', 3858, 461.9931356379046)
('Gourmet impling jar', 3840, 528.0726741920993)
('Super restore mix(1)', 3823, 62.11883772254597)
('Red partyhat', 3811, 361.3755935294544)
('Sandstone (10kg)', 3804, 771.0735060475072)
('Moonlight mead(m)', 3800, 0.0)
('Bandos page 3', 3797, 788.1160637679807)
('Prayer mix(2)', 3780, 291.84144239638067)
('Bones to bananas', 3763, 221.0933803611184)
('Larupia legs', 3759, 725.6934804034)
('Adamant cane', 3738, 835.4154721520971)
('Toad crunchies', 3708, 704.4834364208701)
("Red d'hide chaps (t)", 3693, 441.7480840051513)
('White bead', 3692, 430.97239531632573)
('Raw chompy', 3684, 249.2425718025824)
('Adamant 2h sword', 3665, 28.51079717502749)
('Dark cavalier', 3661, 477.3400654850627)
('Adamant platelegs', 3655, 26.85318738696593)
('Muddy key', 3646, 521.324461508058)
('Saradomin brew(3)', 3628, 904.1987822253345)
('Black dragon leather', 3617, 83.66605780359836)
('Larupia top', 3589, 404.3449310953077)
("Greenman's ale", 3589, 79.10150124997628)
('Mature wmb', 3589, 67.04214263348754)
('Adamant plateskirt (t)', 3588, 28.413787732953402)
('Saradomin page 1', 3561, 1103.940185731473)
('Studded body (t)', 3560, 1010.6956372277023)
('Common kebbit fur', 3542, 74.4936454328592)
('Saradomin page 4', 3540, 979.0710490744798)
('Nardah teleport', 3540, 800.6411338906951)
('Dragon dart(p)', 3503, 58.28164138236176)
('Spiked boots', 3497, 115.24468052317596)
('Gloves of silence', 3493, 392.49971593132756)
('Blue wizard robe', 3479, 413.6771790752474)
('Vyrewatch shoes', 3471, 591.6972322829962)
('Purple partyhat', 3466, 430.1831573747267)
('Dragon dart(p+)', 3464, 66.28699852036978)
('Saradomin page 3', 3459, 929.1490073060282)
('Zamorak brew(2)', 3449, 103.63362043251513)
('Initiate sallet', 3439, 49.970226938117)
('Teal robe bottoms', 3434, 257.1770313074221)
('White platelegs', 3433, 161.08083192478315)
('Red dragon leather', 3426, 90.5180351717713)
('Oak pyre logs', 3416, 44.87138375676544)
('Black dragonhide', 3415, 84.54178216774689)
('Restore mix(1)', 3400, 0.0)
('Super str. mix(2)', 3396, 59.55130581852389)
('Sacred oil(4)', 3389, 242.0045890290329)
('White elegant skirt', 3385, 517.5495303725904)
('Adamant pickaxe', 3376, 566.2590619829211)
('Crushed nest', 3337, 795.2896087139546)
('Sacred oil(3)', 3331, 179.1368029374943)
('Pink elegant skirt', 3303, 728.25695599192)
('Essence impling jar', 3301, 1239.0778169222824)
('Blue spiky vambs', 3298, 364.0655794947382)
('Pumpkin', 3294, 435.75959828786335)
('Kwuarm potion (unf)', 3289, 828.3527554731739)
('Vyrewatch legs', 3275, 539.1441794783954)
('Saradomin page 2', 3273, 1912.3967288425417)
('Red dragonhide', 3257, 122.52791203801304)
('Dragon bones', 3236, 161.76181039562192)
('Wyvern bones', 3211, 159.5868983259088)
('Amulet of accuracy', 3190, 485.7693036708772)
('Guthix rest(4)', 3182, 752.6684780019539)
('Adamant shield (h1)', 3160, 137.76877871596628)
('Superattack mix(2)', 3155, 208.28603455670768)
('Purple elegant legs', 3139, 338.1656579124468)
('Black plateskirt', 3139, 613.6272085811638)
('Adamant kiteshield', 3132, 61.08426076805912)
('Kwuarm', 3123, 852.6717797858738)
('Grimy kwuarm', 3101, 826.7600598939225)
('Magic mix(2)', 3092, 9.212846639876112)
('Anti-poison supermix(2)', 3092, 97.0033490258054)
('Tatty larupia fur', 3077, 169.46044104818952)
('Bandos page 2', 3059, 854.6399568795399)
('Elemental helmet', 3058, 146.2190698537263)
('Vyrewatch top', 3057, 171.52289736646725)
('Adamant shield (h4)', 3056, 194.49681604236426)
('Adamant shield (h5)', 3027, 155.93053167958013)
('Gadderhammer', 3009, 286.44564153702106)
('Adamant shield (h3)', 3008, 60.665343900923226)
('Steel set (sk)', 2997, 170.5816023361123)
('Adamant shield (h2)', 2995, 65.18810294395826)
('Spined chaps', 2987, 505.959006415381)
('Purple boater', 2983, 365.1318506992532)
('Ranging potion(4)', 2980, 281.54657992358324)
('Adamant crossbow', 2972, 734.4502753172471)
('Green partyhat', 2940, 316.5834415001813)
('Skewer', 2921, 0.0)
('Bandos page 4', 2919, 819.5653632818788)
('Sacred oil(2)', 2916, 137.32093210818854)
('Mithril platebody', 2898, 32.52967116607298)
('Skirt', 2890, 89.0035848563638)
('Super strength(2)', 2882, 216.07579110117823)
('Menaphite red top', 2879, 434.38907500955213)
('Green spiky vambs', 2877, 450.125403479991)
('Iron plateskirt (t)', 2868, 759.8053360996039)
('Super energy(3)', 2865, 431.63628418031266)
('Marble magic wardrobe', 2841, 141.57314069648476)
('Black platebody', 2830, 645.5867367684671)
('Orange boater', 2825, 283.0349276094977)
('Mithril limbs', 2825, 140.78438947904576)
('Bagged nice tree', 2825, 136.48410966613667)
('Yellow partyhat', 2819, 383.518677253754)
('Pink cape', 2818, 236.51638708137054)
('Maple blackjack(o)', 2814, 291.25442671356416)
('Stamina mix(2)', 2806, 135.92119130920528)
('Black robe', 2802, 476.8693147323838)
('Avantoe potion (unf)', 2797, 632.1832970832994)
('Dragon arrow(p+)', 2790, 134.43300272709163)
('Anti-venom(3)', 2782, 127.59746698209536)
('Splitbark gauntlets', 2777, 23.329493731707462)
('Grog', 2760, 130.25862735343097)
('Bone dagger', 2758, 156.39086943683725)
('Carrallangar teleport', 2755, 133.13390397974848)
('Kebbit teeth dust', 2751, 127.80527288722394)
("Hunters' crossbow", 2749, 411.0913157396337)
('Asyn remains', 2745, 82.9007086821337)
('Adamant chainbody', 2744, 163.11411696821645)
('Fat snail', 2734, 55.7374231509331)
('Dragon dart(p++)', 2699, 701.1409216016738)
('Green elegant skirt', 2697, 186.29854400934002)
('Toadflax potion (unf)', 2694, 335.9649075957227)
('Dareeyak teleport', 2683, 115.9480187651154)
('Ghorrock teleport', 2677, 166.9014346519792)
('Dorgeshuun crossbow', 2676, 259.9477803091504)
